评论者,评论内容,评分,评论时间,产品型号,地区
经***样,客 快递 态度 特别 差,1,2024-01-29 12:23:08,六年窖头曲 52度500mL 整箱,安徽
W***0,一点 不好喝 榨头 一点 苦,1,2024-01-29 11:57:21,六年窖头曲 52度500mL 整箱,安徽
W***0,一点 不好喝 榨头 苦 假 酒吧 晚上 下单 上午,1,2024-01-29 11:56:21,六年窖头曲 52度500mL 整箱,安徽
u***5,差评,1,2024-01-28 23:08:25,六年窖头曲 52度500mL 整箱,湖北
卓***9,泸州老窖 酒 包装 剑南春 包装 提了 疑问 三天 没 回复,1,2024-01-28 22:25:26,蓝花瓷头曲 52度500mL 礼盒,广东
j***f,价格 差,1,2024-01-28 22:06:01,六年窖头曲 52度500mL 整箱,河北
D***帝,太辣 难以 下咽 口感,1,2024-01-27 21:46:51,六年窖头曲 52度500mL 整箱,河北
j***R,这酒 辣后 味苦 难以 下咽,1,2024-01-27 18:54:58,六年窖头曲 52度500mL 单瓶,湖南
j***Y,网上 实体店 味道 实体店 回甘 甜味 半斤 没 感觉 上头 一股 酒精 勾兑 感觉 二两 难以 下咽 怀疑 质量,1,2024-01-27 18:40:42,六年窖头曲 52度500mL 整箱,山东
超***1,越来越,1,2024-01-27 17:18:16,六年窖头曲 52度500mL 整箱,北京
u***q,差评,1,2024-01-27 13:37:29,六年窖头曲 52度500mL 单瓶,江西
看***家,差评,1,2024-01-27 12:28:24,六年窖头曲 52度500mL 单瓶,广东
j***w,差评,1,2024-01-27 10:26:26,六年窖头曲 52度500mL 单瓶,江苏
u***v,失望 形容 愤怒 入口 喇 嗓 苦尾 劣质 感 昨晚 拿来 一帮 朋友 平时 一个个 战斗力 挺强 找 理由 推脱 朋友 酒量 爱 酒 心存 疑虑 感觉 口感 差 抱 希望 感觉 没 差 酒后 朋友 告诉 我酒 不行 感觉 玛德 好歹 泸州老窖 劣质 口感 真是假 剩 一瓶 酒 酒水 酒瓶 鉴定 真酒 发誓 碰 泸州老窖 假酒 好 提醒 酒友 中招 图片 没 忘 饭店,1,2024-01-27 08:09:17,六年窖头曲 52度500mL 整箱,安徽
j***k,真 无语 死 刚 买完 降价 天 保价 摆设 买完 降 客服 大坑,1,2024-01-26 12:12:04,52度 1L 6瓶 蓝花瓷头曲大容量,海南
j***k,京东 报价 棒 太 厉害 刚买 两天 降 价 客服 告诉 天 保价 包括 在内 服 昨天 客服 客服 说 申请 小时 回复 没 消息 问 真的 体验 感 特别 差 两箱 真的 无语 死 搜全 天 保价 差评 看好 价格 踩 坑 高于 价格 可别,1,2024-01-26 12:06:48,52度 1L 6瓶 蓝花瓷头曲大容量,海南
小***s,过年 涨价 平时 过年 发现 心塞 件,1,2024-01-26 08:53:29,六年窖头曲 52度500mL 整箱,四川
文***然,刚买 一个多月 降价 坑货,1,2024-01-25 19:47:26,六年窖头曲 52度500mL 整箱,山东
j***5,填写 评价 内容,1,2024-01-25 19:37:33,52度 500mL 2瓶 蓝花瓷龙年礼盒,海外
j***H,差价 太 浮夸,1,2024-01-25 13:46:49,52度 1L 6瓶 蓝花瓷头曲大容量,山东
赚***妖,快递 送上门 一箱 跑 老远 去取 第一次 服务 满意 希望 大件 送货上门,1,2024-01-25 12:25:56,六年窖头曲 52度500mL 整箱,北京
j***1,差评,1,2024-01-25 10:55:04,52度 1L 6瓶 蓝花瓷头曲大容量,广东
此***费,垃圾 难喝 一批 不值 价 垃圾 难喝 一批 不值 价 垃圾 难喝 一批 不值 价 垃圾 难喝 一批 不值 价 垃圾 难喝 一批 不值 价 垃圾 难喝 一批 不值 价,1,2024-01-25 10:41:33,六年窖头曲 52度500mL 整箱,上海
u***7,降价 一百多 不让 价保,1,2024-01-24 22:16:13,52度 1L 6瓶 蓝花瓷头曲大容量,广东
j***h,第一 单买 元 说 保价 天 单元 找 客服 退 差价 太 厚道,1,2024-01-24 20:36:41,六年窖头曲 52度500mL 整箱,广东
R***b,刚买 便宜 块 保价 没用 下架 第一次 差 评真 垃圾,1,2024-01-24 19:38:52,52度 500mL 2瓶 龙行大运礼盒,江苏
沐***3,这酒 感觉 不对劲 淡 不像 多度 酒,1,2024-01-24 14:36:33,六年窖头曲 52度500mL 单瓶,湖南
F***t,第几次 购买 反正 这酒 不醉 度数 怀疑 态度 反正 喝多 上头 包装 大众化 设计 口感 说 太好 入口,1,2024-01-24 13:00:13,六年窖头曲 瑞兔呈祥 礼盒,江西
F***t,包装 设计 外包装 内包装 太 大众化 酒 口感 行 价格 极极 稳定 保价 难 几种 价格 一份 价钱 一份 货,1,2024-01-24 12:57:05,六年窖头曲 瑞兔呈祥 礼盒,江西
j***p,差评 不想 说,1,2024-01-23 22:53:57,六年窖头曲 52度500mL 整箱,四川
j***m,差评,1,2024-01-23 22:28:00,52度 500mL 2瓶 龙行大运礼盒,湖南
无***草,这是 第二次 正品 第一件 口味 相差 很大 出入 气味 浓郁 第一件 相比 差 一半 落口 过后 嘴唇 一点 发麻 感觉 第一件 泸州 两个 字 印刷 模板 右边 图标 正品 左边 喝下去 不对味,1,2024-01-23 19:15:10,六年窖头曲 52度500mL 整箱,广西
j***f,一般般 便宜,1,2024-01-23 16:43:30,六年窖头曲 52度500mL 单瓶,北京
j***K,包装 表面 酒 标志 送 只能 差评 退货 只能 认 倒霉,1,2024-01-23 10:07:31,52度 500mL 2瓶 好事成双礼盒,天津
j***n,文字游戏 差价 受 保护 口中 正品 太 京东 失望,1,2024-01-23 00:17:43,六年窖头曲 52度500mL 整箱,海外
j***5,好辣 酒 很难 入口 不值 价格 网上 酒都 买不到 好,1,2024-01-22 19:41:57,六年窖头曲 52度500mL 整箱,江西
阿***8,款 打开 包装 很浓 油漆味 难搞,1,2024-01-22 18:28:01,52度 500mL 2瓶 龙行大运礼盒,广东
莺***玖,十五 箱酒 混 残次品 婚宴 体验 极差 差评,1,2024-01-22 13:07:33,六年窖头曲 52度500mL 整箱,四川
j***p,买完 降价 丢 螺母,1,2024-01-21 18:53:48,52度 500mL 2瓶 龙行大运礼盒,北京
j***l,香精 味 太重 不好喝 勾兑 酒 朋友 说 退,1,2024-01-19 20:13:10,六年窖头曲 52度500mL 整箱,浙江
h***0,酒 假酒,1,2024-01-19 19:20:39,六年窖头曲 52度500mL 单瓶,江苏
j***h,说好 返现 返,1,2024-01-19 15:44:48,六年窖头曲 52度500mL 整箱,浙江
j***0,收货 闻到 酒味 打开 包装 还好 及时发现 渗酒 晚上 聚会 发现 出丑 信赖 京东 头天 晚上 下单 第二天 晚上 聚会 准时 送达 可惜 太 不顺心,1,2024-01-19 12:21:42,六年窖头曲 52度500mL 单瓶,辽宁
T***K,差评,1,2024-01-19 09:52:52,52度 500mL 2瓶 龙行大运礼盒,上海
城***颂,礼盒 质量 太次 塑料袋 hellip hellip 送礼 hellip hellip,1,2024-01-19 08:33:25,六年窖头曲 52度500mL 整箱,河北
黄***S,写 赠品 袋子,1,2024-01-17 11:24:56,52度 1L 6瓶 蓝花瓷头曲大容量,广东
j***7,怀疑 假酒,1,2024-01-02 22:21:54,52度 1L 6瓶 蓝花瓷头曲大容量,广东
u***i,好 搞 预付 减 虚假 促销 平台 监管 实实在在 诚信 经营 别搞 歪门邪道 幌子,1,2023-09-01 17:59:43,六年窖头曲 52度500mL 整箱,浙江
强***1,防伪 码一 碰 掉 怀疑 客服 客 服装 傻,1,2023-01-29 10:33:03,【新品】六年窖头曲 瑞兔礼盒,未知
独***8,京东 太 扯淡 隔 几天 涨价 太 扯淡 这是 套路 请 告诉,1,2023-10-03 21:13:06,六年窖头曲 52度500mL 整箱,广东
j***9,昨天 两件 元 两件 商家 诚信 保价 说不定 明天 卖 更 便宜,1,2023-10-31 21:30:52,六年窖头曲 52度500mL 整箱,四川
水***1,预售 便宜 几块钱 浪费 感情 面 付过 款 那面 卖 便宜 下架 活动 就别 糟心,1,2023-09-20 07:26:02,六年窖头曲 52度500mL 整箱,江苏
j***5,酒 不行 假酒 头疼,1,2024-01-07 17:38:57,六年窖头曲 52度500mL 整箱,山东
兰***6,请 钱 没 给钱 差距 慢慢 牌子 砸 工作日 哈哈哈,1,2023-09-28 20:42:38,六年窖头曲 瑞兔呈祥 礼盒,四川
j***U,先 承诺 价格 保护 换 商品 链接 降价 事实 客服 人员 耍 活动 力度 大时 整箱 四百,1,2023-11-03 09:28:25,六年窖头曲 52度500mL 整箱,江苏
梦***戴,差评,1,2024-01-05 20:46:21,六年窖头曲 52度500mL 整箱,湖南
j***f,香型 口感 不好喝 假 上当,1,2024-01-16 11:52:08,52度 1L 6瓶 蓝花瓷头曲大容量,广东
j***7,服务 刚买 降价 天价 保 说 亿万 补贴 赤裸裸 欺骗 玩法 京东 坑,1,2023-10-31 21:43:20,六年窖头曲 52度500mL 整箱,辽宁
j***h,酒 不行 一瓶 酒 头疼 不行 京东 自营 质量,1,2023-09-15 22:44:18,六年窖头曲 瑞兔呈祥 礼盒,上海
j***h,特差 购物 第二天 降价 元 申请 价差 客服 找 理由 拒绝 补 差价,1,2023-10-31 20:25:19,六年窖头曲 52度500mL 整箱,北京
瘦***六,到货 第二天 降价 体验 不好,1,2024-01-18 20:14:36,52度 500mL 2瓶 龙行大运礼盒,天津
j***z,差评,1,2024-01-09 17:44:46,六年窖头曲 52度500mL 整箱,贵州
j***r,京东 墨迹 周一 开发票 订单 说 工作日 周三 开了个 天,1,2023-09-13 12:49:22,六年窖头曲 52度500mL 整箱,陕西
j***a,想 明明 礼盒 礼品袋 邮寄 送到 礼盒 封口 贴条 开,1,2023-09-30 01:57:06,蓝花瓷头曲 好事成双礼盒,湖南
爱***妮,掉价 香型 口感 垃圾 服务 不好 物流 速度 慢 包装 设计 难 家,1,2023-11-03 21:58:48,六年窖头曲 瑞兔呈祥 礼盒,山东
j***i,头痛 口 干 常年 喝酒 理解 hellip 京东 肯定 假 假 真心 难喝 hellip,1,2023-10-04 19:44:10,六年窖头曲 52度500mL 单瓶,上海
蒋***1,买完 减价 价格 稳定,1,2024-01-18 19:32:13,六年窖头曲 52度500mL 整箱,广东
j***x,垃圾 东西 隔三差五 掉价,1,2024-01-18 10:32:20,六年窖头曲 52度500mL 整箱,广东
青***妳,瓶盖 字 磨掉 怕 回收 二手 瓶 灌 酒,1,2023-11-23 23:22:15,蓝花瓷头曲 52度500mL 礼盒,湖北
社***哥,没拿到 手 几天 降价 百亿 补贴 保价 流氓 条款,1,2023-09-19 00:17:12,六年窖头曲 52度500mL 整箱,安徽
佑***1,一般般 打开 瓶身 掉 一小块 玻璃 差点 把手 划破 口感 不好 建议 购买,1,2023-09-18 21:23:17,六年窖头曲 52度500mL 单瓶,河北
j***c,差评,1,2024-01-14 17:42:48,六年窖头曲 52度500mL 单瓶,天津
g***5,送货 送到 两公里 打车 客服 送货员 q d,1,2023-10-30 05:08:47,六年窖头曲 52度500mL 单瓶,四川
雅***书,买完 降价 失败 购物 体验 支持 京东,1,2023-11-16 14:36:00,六年窖头曲 52度500mL 整箱,河北
j***n,有时候 掺 卖假 酒 买回来 查询 防伪 码 掺 瓶 假酒 差点 没,1,2023-09-17 00:36:37,六年窖头曲 52度500mL 单瓶,广东
颜***-,外包装 拆封 封,1,2024-01-12 17:23:31,六年窖头曲 路路顺 礼盒,山东
h***g,写 天 保价 昨天 降价 几十元 全是 套路,1,2023-10-31 20:52:32,六年窖头曲 52度500mL 整箱,河南
发***M,真的 不好喝 喝不惯,1,2024-01-18 17:45:56,52度 500mL 2瓶 龙行大运礼盒,陕西
j***u,刚买 降价 买贵 双倍 赔 不到 承诺,1,2023-11-19 14:43:29,六年窖头曲 52度500mL 整箱,湖南
你***i,千万别 一点 不好喝 五个 感觉 不好喝 呕吐物 味道,1,2023-10-16 14:50:23,六年窖头曲 52度500mL 单瓶,浙江
j***e,下次 牌子 短 距离 退款 三天 没退,1,2023-11-03 11:07:15,六年窖头曲 52度500mL 整箱,浙江
o***o,便宜 块 价保期 没话说,1,2023-11-30 13:00:37,六年窖头曲 路路顺 礼盒,北京
d***0,这是 旗舰店 酒 超 几把 难喝 好评 真 晓得,1,2023-12-28 09:47:10,六年窖头曲 52度500mL 单瓶,广东
j***Q,速度慢 快 抢钱 昨天 无星 可评,1,2023-12-07 11:30:39,52度 1L 6瓶 蓝花瓷头曲大容量,江苏
z***x,太 闹心 一箱 刚 到手 降价 还好 保价 刚 保价 成功 降 太 闹心,1,2023-09-07 20:15:58,六年窖头曲 52度500mL 整箱,广西
f***E,标注 送礼 袋 说 明天 补发 中秋节 送礼 中秋节 给我发 有个 蛋用,1,2023-09-29 17:35:33,六年窖头曲 52度500mL 整箱,河北
j***书,酒箱 贴 单子 外面 一层 包装箱,1,2023-11-12 22:23:18,六年窖头曲 52度500mL 整箱,山东
8***7,上周 一件 昨天 口干 上头,1,2023-12-16 09:25:23,52度 1L 6瓶 蓝花瓷头曲大容量,湖南
雒***酱,礼盒 装 酒都 反 锁 坏 手提袋 折 没法用 一坨 谢特,1,2023-06-18 01:15:35,六年窖头曲 瑞兔呈祥礼盒,山西
老***e,满意 退货,1,2023-12-16 13:38:25,六年窖头曲 路路顺 礼盒,辽宁
F***唐,不好喝 喝完 第二天 脑袋 舒服,1,2023-12-18 20:14:50,六年窖头曲 瑞兔呈祥 礼盒,江西
u***c,嘴 干 其他人 假 酒吧,1,2023-10-29 15:19:55,六年窖头曲 52度500mL 整箱,江苏
j***n,酒 甘甜 好 入口 酒全 酒精 味,1,2023-12-10 20:16:20,六年窖头曲 52度500mL 整箱,江西
c***乐,一瓶 酒有,1,2024-01-16 18:05:56,六年窖头曲 52度500mL 单瓶,浙江
e***8,垃圾 妈 说好 补 差价 申请 差 妈,1,2023-10-31 22:06:03,六年窖头曲 52度500mL 整箱,江西
世***师,块 钱箱 瓶 价格,1,2023-10-19 09:27:46,六年窖头曲 52度500mL 整箱,浙江
j***x,包装 太 简陋 回来 包装 一点 破损,1,2023-11-07 13:54:00,蓝花瓷头曲 好事成双礼盒,陕西
岳***8,感觉 不像 真的 入口 不好 酒精 味重,1,2023-11-17 22:00:33,六年窖头曲 52度500mL 单瓶,山东
j***H,差评,1,2023-12-27 20:06:27,六年窖头曲 52度500mL 整箱,广东
刘***的,刚买 两天 降价 元 补偿 京东 值得 信任,1,2023-09-25 02:18:05,六年窖头曲 52度500mL 整箱,广东
b***n,没 几天 降价 价保 搞笑 双十 补贴,1,2023-10-31 20:26:55,六年窖头曲 52度500mL 整箱,黑龙江
豺***生,刚 买完 超过 价格 保护期 降价,1,2023-10-31 13:39:21,六年窖头曲 52度500mL 整箱,河北
夜***P,差评,1,2023-12-24 11:26:00,六年窖头曲 52度500mL 整箱,福建
自***士,没 几天 降价 补贴 差价,1,2023-11-03 14:22:15,六年窖头曲 52度500mL 整箱,广东
j***c,不好喝 太 上头 假 酒吧,1,2023-12-14 19:02:37,六年窖头曲 52度500mL 单瓶,山东
s***a,酒 不错 降价 太快 价格 稳定,1,2023-12-13 23:38:33,六年窖头曲 52度500mL 整箱,江苏
j***E,不好喝 感觉 贴牌 酒,1,2023-12-12 15:15:13,六年窖头曲 52度500mL 整箱,河北
j***a,垃圾 降 一百多 球,1,2023-10-30 07:59:40,六年窖头曲 52度500mL 整箱,福建
J***7,降价 刺激 这酒 一箱 单价,1,2023-09-06 23:26:50,六年窖头曲 52度500mL 整箱,江苏
j***I,这酒 脑子 带个 紧箍咒 头疼,1,2023-11-03 20:55:54,六年窖头曲 52度500mL 单瓶,广东
j***0,价格 浮动 太 同一个 礼盒 保价 周期 降价 下次,1,2023-10-24 09:57:49,六年窖头曲 瑞兔呈祥 礼盒,北京
u***g,性价比 不高 没 优惠 力度,1,2023-11-16 19:40:21,六年窖头曲 52度500mL 整箱,重庆
j***v,刚 买回来 降价 支持 保价 申请 真 无德,1,2023-11-01 06:29:03,六年窖头曲 52度500mL 整箱,河南
z***9,太 昨天 降价 退 差价,1,2023-11-11 16:43:33,六年窖头曲 52度500mL 整箱,山东
z***1,包装盒 里 泡沫 垫 固定 酒瓶 礼盒 包装 纸条 撕开 包装 满意,1,2023-09-21 09:59:27,蓝花瓷头曲 好事成双礼盒,上海
d***8,口感 行 一分钱 一分货,1,2023-11-14 15:00:05,六年窖头曲 52度500mL 整箱,广东
j***a,差评,1,2023-11-16 10:11:06,六年窖头曲 52度500mL 整箱,河南
u***3,打开 包装 酒盒 封签 打开,1,2023-09-26 06:43:59,蓝花瓷头曲 好事成双礼盒,海外
如***啦,差评,1,2023-11-06 18:17:00,六年窖头曲 路路顺 礼盒,辽宁
干***1,买完 降价 垃圾 价保,1,2023-10-18 13:14:02,六年窖头曲 瑞兔呈祥 礼盒,北京
j***m,酒精 味太大 口感 差 劣质 酒,1,2023-11-17 19:46:07,六年窖头曲 52度500mL 整箱,江苏
卓***5,京东 天价 保 定义 需从 新 理解,1,2023-11-10 21:35:58,六年窖头曲 52度500mL 整箱,辽宁
b***u,差评,1,2023-11-03 03:07:20,六年窖头曲 52度500mL 整箱,海外
1***g,降价,1,2023-12-31 20:55:21,六年窖头曲 52度500mL 整箱,四川
j***0,降价 太 厉害 天 这酒 不值钱,1,2023-09-17 19:34:41,六年窖头曲 瑞兔呈祥 礼盒,海外
j***8,差评,1,2023-12-28 18:15:52,六年窖头曲 52度500mL 整箱,河南
乡***5,产品 京东 平台 贵大 几十块 钱 呜呜,1,2023-09-30 16:25:41,六年窖头曲 52度500mL 整箱,广东
冷***冷,生产日期 差别 口感 确实 好喝 辣 喉咙 上头,1,2023-08-10 23:38:52,六年窖头曲 500ml*6整箱,四川
y***1,一箱 感觉 味道 怪 不好 评价,1,2023-11-10 23:24:22,六年窖头曲 52度500mL 整箱,四川
l***l,酒 口感 烈 喝完 头痛 失望,1,2023-08-16 19:54:46,六年窖头曲 52度500ml 单瓶,辽宁
A***7,买完 降价 价格 乱标,1,2023-10-21 08:09:45,六年窖头曲 52度500mL 整箱,湖北
j***2,京东 两次 东西 无语,1,2023-10-09 13:42:12,蓝花瓷头曲 好事成双礼盒,黑龙江
七***7,服务态度 不好 套路 深价保 七天 买完 星期一 涨价,1,2023-06-03 16:31:16,【新品】六年窖头曲 瑞兔礼盒,河北
尚***帝,节日 贵 节日 降价,1,2023-11-18 22:36:06,六年窖头曲 瑞兔呈祥 礼盒,河北
雪***吱,差评,1,2023-12-18 16:31:45,六年窖头曲 52度500mL 单瓶,安徽
j***5,六年 头曲 降质 降得 太,1,2023-11-22 21:27:00,六年窖头曲 52度500mL 整箱,广西
j***e,差评,1,2023-12-16 10:52:06,六年窖头曲 52度500mL 单瓶,海南
夜***5,价格 过山车 连价保 理由,1,2023-10-15 22:28:13,六年窖头曲 瑞兔呈祥 礼盒,辽宁
独***8,太 扯淡 转 人工 排队 悲哀,1,2023-11-02 15:31:31,六年窖头曲 52度500mL 整箱,海外
孙***9,酒水 品质 不好 一点 醉 几个 平时 酒量 好 亲戚 没喝 吐 店家 说 快 消品 不换 不退 谨慎 购买,1,2023-01-23 10:14:12,蓝花瓷头曲 1L大瓶 整箱6瓶,未知
j***d,差评,1,2023-08-29 19:36:38,六年窖头曲 52度500mL 整箱,广东
天***0,差 差 学学 五粮液 起码 带个 礼品袋,1,2023-09-28 17:29:58,六年窖头曲 52度500mL 整箱,河北
j***g,假 酒吧 防伪 码 查询 标签 处,1,2023-09-09 13:59:28,六年窖头曲 52度500mL 单瓶,浙江
j***f,差评,1,2023-12-09 18:10:30,六年窖头曲 52度500mL 整箱,山东
j***j,差评,1,2023-12-09 10:27:29,六年窖头曲 52度500mL 整箱,广东
j***u,价格 变动 太 建议 观察 购买,1,2023-09-08 13:28:37,六年窖头曲 52度500mL 整箱,安徽
u***6,好家伙 买完 不到 半个 直降 元 大气,1,2023-08-28 17:42:56,六年窖头曲 52度500mL 整箱,海外
j***3,差评,1,2023-12-04 14:20:18,52度 1L 6瓶 蓝花瓷头曲大容量,江西
j***T,买完 降价 说 保价,1,2023-11-02 23:03:38,六年窖头曲 52度500mL 整箱,河南
想***念,三天 降价 没,1,2023-11-03 01:14:47,六年窖头曲 52度500mL 整箱,河南
隔***宜,差评,1,2023-10-01 20:46:28,六年窖头曲 瑞兔呈祥 礼盒,陕西
宋***可,服 两箱 没 礼品袋,1,2023-09-28 14:44:06,六年窖头曲 52度500mL 整箱,湖南
c***a,服务态度 好 快递 速度 很快,1,2023-11-02 14:24:22,六年窖头曲 52度500mL 整箱,河北
A***w,不到 半个 一箱 降价,1,2023-11-01 09:42:07,六年窖头曲 52度500mL 整箱,河南
兄***了,价格 太贵 实体店 还贵,1,2023-09-10 09:20:04,六年窖头曲 52度500mL 整箱,河北
4***9,酒 撒 一瓶 漏 价格 贵,1,2020-11-07 10:43:50,六年窖 52度  500ml*6,未知
j***z,天后 降价 元 不服 不行,1,2023-10-13 20:05:57,六年窖头曲 52度500mL 整箱,江苏
j***c,差评,1,2023-11-17 20:55:48,六年窖头曲 52度500mL 单瓶,山东
s***x,差评,1,2023-09-17 11:14:45,蓝花瓷头曲 1000mL 整箱,江苏
j***h,酒 不对劲 疑似 假酒,1,2023-10-29 19:12:57,六年窖头曲 52度500mL 整箱,四川
w***8,商家 虚假 宣传 图片 不符,1,2023-08-21 20:27:08,六年窖头曲 52度500mL 单瓶,内蒙古
j***k,差评,1,2023-11-15 14:10:50,六年窖头曲 52度500mL 整箱,重庆
没***点,垃圾 玩意 买完 降价,1,2023-11-14 06:18:14,六年窖头曲 52度500mL 整箱,山东
w***n,差评,1,2023-11-11 17:56:30,蓝花瓷头曲 1000mL 整箱,广西
u***q,差评,1,2023-11-11 12:06:28,六年窖头曲 52度500mL 整箱,山东
j***m,差评,1,2023-11-10 23:32:51,六年窖头曲 瑞兔呈祥 礼盒,陕西
j***c,难喝 七块 一瓶 洋河 普曲 好喝,1,2023-09-22 19:37:00,头曲三两三 52度165mL 整箱,河北
j***G,差评,1,2023-11-10 11:00:21,六年窖头曲 52度500mL 整箱,湖南
黑***蔻,差评,1,2023-09-08 22:05:58,六年窖头曲 中秋酒礼 礼盒,浙江
u***9,难喝 二十多 天 龙泉 好喝,1,2023-09-26 22:45:29,六年窖头曲 52度500mL 单瓶,广西
u***r,京东 卖假 酒 味道,1,2023-10-26 08:27:10,六年窖头曲 52度500mL 单瓶,广西
w***g,啥意思 刚 买完 变相 降价 后续 评价,1,2023-09-06 20:31:13,蓝花瓷头曲 52度500mL 礼盒,天津
K***D,差评,1,2023-09-02 17:49:09,蓝花瓷头曲 52度500mL 礼盒,四川
